,Unnamed: 0.1,Unnamed: 0,subjects,objects,relationships,dates,titles,weight,Year
514,514,514,ice,Continuous moni...,/news/2989/ice-melt-linked-to-accelerated-regional-freshwater-depletion/,"June  1, 2020",Continuous monitoring of glaciers and ice caps has provided unprecedented insights into global ice loss that could have serious socioeconomic impacts on some regions.,1, 2020
515,515,515,Global Climate,Winners include...,/news/2988/nasa-wins-4-webbys-4-peoples-voice-awards/,"May 19, 2020","Winners include the JPL-managed ""Send Your Name to Mars"" campaign, NASA's Global Climate Change website and JPL's Solar System Interactive.",0, 2020
516,516,516,Aura,After Californi...,/news/2986/nasa-satellite-data-show-air-pollution-decreases-over-southwest-us-cities/,"May 18, 2020","After California, Arizona and Nevada set mandatory stay-at-home restrictions to try to slow the spread of COVID-19, the Aura satellite observed decreased nitrogen dioxide levels over certain cities.",0, 2020
517,517,517,satellite,After Californi...,/news/2986/nasa-satellite-data-show-air-pollution-decreases-over-southwest-us-cities/,"May 18, 2020","After California, Arizona and Nevada set mandatory stay-at-home restrictions to try to slow the spread of COVID-19, the Aura satellite observed decreased nitrogen dioxide levels over certain cities.",2, 2020
518,518,518,dioxide levels,After Californi...,/news/2986/nasa-satellite-data-show-air-pollution-decreases-over-southwest-us-cities/,"May 18, 2020","After California, Arizona and Nevada set mandatory stay-at-home restrictions to try to slow the spread of COVID-19, the Aura satellite observed decreased nitrogen dioxide levels over certain cities.",3, 2020
519,519,519,satellite,Initial results...,/news/2985/nasas-icesat-2-measures-arctic-oceans-sea-ice-thickness-snow-cover/,"May 15, 2020","Initial results from a new NASA satellite suggest that winter Arctic sea ice has thinned by as much as 20% since 2008, contrary to existing studies that find sea ice thickness has remained relatively constant in the last decade.",0, 2020
520,520,520,Arctic,Initial results...,/news/2985/nasas-icesat-2-measures-arctic-oceans-sea-ice-thickness-snow-cover/,"May 15, 2020","Initial results from a new NASA satellite suggest that winter Arctic sea ice has thinned by as much as 20% since 2008, contrary to existing studies that find sea ice thickness has remained relatively constant in the last decade.",2, 2020
521,521,521,sea ice,Initial results...,/news/2985/nasas-icesat-2-measures-arctic-oceans-sea-ice-thickness-snow-cover/,"May 15, 2020","Initial results from a new NASA satellite suggest that winter Arctic sea ice has thinned by as much as 20% since 2008, contrary to existing studies that find sea ice thickness has remained relatively constant in the last decade.",4, 2020
522,522,522,find,Initial results...,/news/2985/nasas-icesat-2-measures-arctic-oceans-sea-ice-thickness-snow-cover/,"May 15, 2020","Initial results from a new NASA satellite suggest that winter Arctic sea ice has thinned by as much as 20% since 2008, contrary to existing studies that find sea ice thickness has remained relatively constant in the last decade.",6, 2020
523,523,523,sea ice,Initial results...,/news/2985/nasas-icesat-2-measures-arctic-oceans-sea-ice-thickness-snow-cover/,"May 15, 2020","Initial results from a new NASA satellite suggest that winter Arctic sea ice has thinned by as much as 20% since 2008, contrary to existing studies that find sea ice thickness has remained relatively constant in the last decade.",7, 2020
524,524,524,Earth,Through its Rap...,/news/2984/nasa-funds-four-research-projects-on-covid-19-impacts/,"May 14, 2020","Through its Rapid Response and Novel Research in Earth Science (RRNES) initiative, NASA is providing funding for selected, rapid-turnaround projects that make innovative use of satellite data and other NASA resources to address the different environmental, economic and societal impacts of COVID-19.",0, 2020
525,525,525,projects,Through its Rap...,/news/2984/nasa-funds-four-research-projects-on-covid-19-impacts/,"May 14, 2020","Through its Rapid Response and Novel Research in Earth Science (RRNES) initiative, NASA is providing funding for selected, rapid-turnaround projects that make innovative use of satellite data and other NASA resources to address the different environmental, economic and societal impacts of COVID-19.",2, 2020
526,526,526,satellite,Through its Rap...,/news/2984/nasa-funds-four-research-projects-on-covid-19-impacts/,"May 14, 2020","Through its Rapid Response and Novel Research in Earth Science (RRNES) initiative, NASA is providing funding for selected, rapid-turnaround projects that make innovative use of satellite data and other NASA resources to address the different environmental, economic and societal impacts of COVID-19.",4, 2020
527,527,527,environmental,Through its Rap...,/news/2984/nasa-funds-four-research-projects-on-covid-19-impacts/,"May 14, 2020","Through its Rapid Response and Novel Research in Earth Science (RRNES) initiative, NASA is providing funding for selected, rapid-turnaround projects that make innovative use of satellite data and other NASA resources to address the different environmental, economic and societal impacts of COVID-19.",5, 2020
528,528,528,climatologist,"On May 3, 2020,...",/news/2983/nasas-claire-parkinson-named-finalist-for-samuel-j-heyman-service-to-america-medal/,"May  7, 2020","On May 3, 2020, climatologist and author Claire Parkinson of NASA’s Goddard Space Flight Center in Greenbelt, Md, was named one of 27 finalists to win a prestigious award recognizing outstanding federal employees who serve the public good and are addressing many of our country’s greatest challenges.",0, 2020
529,529,529,Ice,Ice loss from A...,/news/2981/nasa-space-laser-missions-map-16-years-of-ice-sheet-loss/,"April 30, 2020",Ice loss from Antarctica and Greenland account for roughly a half-inch of sea level rise between 2003 and 2019.,0, 2020
530,530,530,Antarctica,Ice loss from A...,/news/2981/nasa-space-laser-missions-map-16-years-of-ice-sheet-loss/,"April 30, 2020",Ice loss from Antarctica and Greenland account for roughly a half-inch of sea level rise between 2003 and 2019.,2, 2020
531,531,531,sea level,Ice loss from A...,/news/2981/nasa-space-laser-missions-map-16-years-of-ice-sheet-loss/,"April 30, 2020",Ice loss from Antarctica and Greenland account for roughly a half-inch of sea level rise between 2003 and 2019.,3, 2020
532,532,532,universe,NASA's social m...,/news/2980/nasa-receives-12-webby-award-nominations-for-2020/,"April 28, 2020","NASA's social media and websites spanned the virtual universe in 2020, and they got noticed. NASA received 12 nominations for the 2020 Webby Awards, nearly double the number of any previous year.",0, 2020
533,533,533,Awards,NASA's social m...,/news/2980/nasa-receives-12-webby-award-nominations-for-2020/,"April 28, 2020","NASA's social media and websites spanned the virtual universe in 2020, and they got noticed. NASA received 12 nominations for the 2020 Webby Awards, nearly double the number of any previous year.",1, 2020
534,534,534,Arctic,The Arctic is a...,/news/2968/a-warming-arctic-turns-topsy-turvy/,"April 28, 2020","The Arctic is a bellwether for Earth's health. Chip Miller, deputy science lead for NASA's ABoVE field campaign, discusses changes the team is seeing as they study how Arctic and boreal ecosystems and societies are responding to a warming world.",0, 2020
535,535,535,Earth,The Arctic is a...,/news/2968/a-warming-arctic-turns-topsy-turvy/,"April 28, 2020","The Arctic is a bellwether for Earth's health. Chip Miller, deputy science lead for NASA's ABoVE field campaign, discusses changes the team is seeing as they study how Arctic and boreal ecosystems and societies are responding to a warming world.",2, 2020
536,536,536,ABoVE,The Arctic is a...,/news/2968/a-warming-arctic-turns-topsy-turvy/,"April 28, 2020","The Arctic is a bellwether for Earth's health. Chip Miller, deputy science lead for NASA's ABoVE field campaign, discusses changes the team is seeing as they study how Arctic and boreal ecosystems and societies are responding to a warming world.",4, 2020
537,537,537,Arctic,The Arctic is a...,/news/2968/a-warming-arctic-turns-topsy-turvy/,"April 28, 2020","The Arctic is a bellwether for Earth's health. Chip Miller, deputy science lead for NASA's ABoVE field campaign, discusses changes the team is seeing as they study how Arctic and boreal ecosystems and societies are responding to a warming world.",6, 2020
538,538,538,ecosystems,The Arctic is a...,/news/2968/a-warming-arctic-turns-topsy-turvy/,"April 28, 2020","The Arctic is a bellwether for Earth's health. Chip Miller, deputy science lead for NASA's ABoVE field campaign, discusses changes the team is seeing as they study how Arctic and boreal ecosystems and societies are responding to a warming world.",7, 2020
539,539,539,Earth,Earth is a pale...,/news/2977/when-it-comes-to-water-you-have-to-think-global/,"April 21, 2020","Earth is a pale blue dot when seen from space because it's 71% covered in water. NASA monitors Earth's water from space, the skies, ground stations on land, ships sailing the seas and even with apps on mobile phones.",0, 2020
540,540,540,water,Earth is a pale...,/news/2977/when-it-comes-to-water-you-have-to-think-global/,"April 21, 2020","Earth is a pale blue dot when seen from space because it's 71% covered in water. NASA monitors Earth's water from space, the skies, ground stations on land, ships sailing the seas and even with apps on mobile phones.",2, 2020
541,541,541,Earth,Earth is a pale...,/news/2977/when-it-comes-to-water-you-have-to-think-global/,"April 21, 2020","Earth is a pale blue dot when seen from space because it's 71% covered in water. NASA monitors Earth's water from space, the skies, ground stations on land, ships sailing the seas and even with apps on mobile phones.",4, 2020
542,542,542,water,Earth is a pale...,/news/2977/when-it-comes-to-water-you-have-to-think-global/,"April 21, 2020","Earth is a pale blue dot when seen from space because it's 71% covered in water. NASA monitors Earth's water from space, the skies, ground stations on land, ships sailing the seas and even with apps on mobile phones.",5, 2020
543,543,543,energy,NASA data are b...,/news/2976/nasa-earth-data-power-energy-saving-decisions/,"April 21, 2020","NASA data are being put to practical use by improving the energy efficiency of buildings and siting renewable energy technology, like wind turbines and solar panels.",0, 2020
